Genotype,cyanide,linamarin,linamarase,VegBiomass,LatSpread,FrstFlwr,BnrLgth,BnrWdt,InflHt,InflWdt,InflNum,FlwrCt,SeedBm,AvgDMG1,AvgDMG2,VegGrowth,RFSeed,FrstFlwr.T,InflHt.T,SeedBm.T,InflNum.T,AvgDmg1.T,AvgDmg2.T,VegGrowth.T,VegBiomass.T,LatSpread.T,FlwrCt.S,BnrLgth.S,BnrWdt.S,InflHt.S,InflWdt.S,FrstFlwr.S,SeedBm.S,InflNum.S,AvgDmg1.S,AvgDmg2.S,VegGrowth.S
125,0,0,0,1.675,888.15,10.8,6.343333333,3.903333333,25.09333333,22.65666667,2.8,31.33333333,0.02922,39.88,24.12,-0.20440474311280582,0.9040785843936153,3.286335345030997,629.6753776104889,0.17093858546273277,1.33500106673234,6.315061361538778,4.91121166312347,1.243219713842728,1.2942179105544784,29.801845580433437,-0.6612521013470497,1.02097597488195,2.18075543762028,1.5695820224926054,0.833677870227048,0.2738334115259564,0.04582954617159428,0.25605056848441216,0.3949057045964294,0.0898993812742662,-0.049406435074782915
126,0,0,0,0.861666667,268.6666667,3.333333333,5.766666667,3.411666667,21.4,18.07,3.333333333,36,0.0528,40.8,28.2,-1.2470345830424467,1.6336532941814816,1.8257418582592666,457.9599999999999,0.22978250586152116,1.466337068716504,6.387487769068525,5.310367218940701,0.709200547770201,0.9282600212225021,16.391054471875812,-0.19153919029245453,-0.16980216768165124,0.322458029143877,-0.04202235412443495,-0.6924219468603535,-1.2006416983290409,0.9626313157916341,0.5442435273368514,0.4700795260808184,0.621502956365844,-1.4001424045478992
128,1,1,1,2.5215,597.875,12,5.5175,3.0775,19.2125,17.8325,1.75,27.33333333,0.02105,27.5625,20.3625,-0.26435816769468157,0.6512954894416702,3.4641016151377544,369.1201562499999,0.14508618128546907,1.0116009116784799,5.25,4.512482686947397,1.218869079230956,1.5879231719450408,24.451482572637595,-1.0638631676776946,-0.6843146901013588,-0.9405542802675911,-0.8758130314523832,-0.7714441938723124,0.4532891896175773,-0.35695683750273155,-0.4535922268669147,-0.7105575565677007,-0.4411360662815763,-0.11099837809719919
129,0,1,0,5.9204,1064.2,18.33333333,5.87,3.29,21.8,25.07,0.8,37,0.01142,30.04,9.52,1.4934067659814938,0.35333940567334315,4.281744192499127,475.24,0.10686440005914037,0.5877866649021191,5.4808758424178885,3.0854497241083023,1.8009460752564175,2.4331872102244825,32.62207841324645,-0.09088642370979329,0.04357426204707209,-0.1373918399218071,0.1201560367422984,1.636654807176323,1.2787027218534972,-0.9524609512471599,-1.3835754754587553,-0.47092369987182775,-2.341687903185357,1.3612939767200252
130,0,0,1,2.5766,928.4,6.333333333,6.12,3.621666667,18.35,16.63,1.4,20.25,0.01828,49.48,20.28,0.15966637832470443,0.5655905723037402,2.5166114783573565,336.7225,0.13520355024924458,0.8754687373538999,7.03420215802759,4.503332099679081,1.3819067907513534,1.6051791177311023,30.469657037781044,-1.776820263969369,0.5598075614431224,1.1161714996032404,-1.179875517475446,-1.171546307690756,-0.5032059859179702,-0.5109304946130947,-0.7523095132233797,1.141326294837462,-0.45332300652361945,0.3013855124489189
131,1,1,1,1.421,477.625,2,5.825,3.493333333,20.145,16.425,5,29.66666667,0.06205,32.25,25.3,-0.7958461179129961,1.9198520246962298,1.4142135623730951,405.82102499999996,0.249098374141623,1.791759469228055,5.678908345800274,5.029910535983717,0.9768080067684765,1.192057045614848,21.85463337601434,-0.829006711647133,-0.04934773184421681,0.6311243762472368,-0.5313635038316565,-1.2397549840589723,-1.6160811993132285,1.2635769717053007,1.258323772383412,-0.26537905717696875,0.24798498036521607,-0.7232621659102081
132,0,0,0,3.2786,908.15,23.2,5.515,2.948,20.3875,18.09375,4.2,32.76666667,0.02922,19.64,24.36,0.3799575380211408,0.9040785843936153,4.8166378315169185,415.65015624999995,0.17093858546273277,1.6486586255873816,4.431703961232068,4.935585071701226,1.4594374046258856,1.8106904760339355,30.135527206272666,-0.5169831352408834,-0.6894770230953202,-1.4300109203841993,-0.4391139268789417,-0.6845197221591578,1.8186800422335097,0.04582954617159428,0.9443150092107783,-1.5598947311950355,0.12236038788752703,0.4974896891320443
133,1,1,1,1.7262,548,3.4,6.11,3.29,21.73,22.075,3.6,33.38888889,0.03432,27.55,15.36,-0.6031040621998068,1.0618746412179632,1.8439088914585775,472.1929,0.18525657883055058,1.5260563034950494,5.248809388804284,3.919183588453085,1.0709322750763437,1.3138493064274912,23.40939982143925,-0.4543547473686783,0.5391582294672808,-0.1373918399218071,0.0915580173667185,0.6401426816992017,-1.1823020038727148,0.2689071652027974,0.6752865217269782,-0.7117933322541764,-1.231304002720382,-0.48518637597403214
134,0,1,0,0.945,253.15,6.8,5.03,3.1525,19.205,17.765,2.4,26.33333333,0.0119,36.72,33.11,-1.236943169460433,0.3681907992568112,2.6076809620810595,368.83202499999993,0.10908712114635714,1.2237754316221157,6.059702963017247,5.754128952326321,0.7162798549027937,0.972111104761179,15.910688231500233,-1.164515934260356,-1.6909696239236565,-0.6570851836749624,-0.8785172364572107,-0.7939031482862372,-0.4112709689306387,-0.9178304471556264,0.011986150515283676,0.1298605736873376,1.2125139557583935,-1.382236165614067
135,1,1,1,1.5,295.5,11.5,4.92,2.755,17.2625,15.865,9.5,25.66666667,0.02125,39.6,23.8,-0.9913095022860654,0.6574835701014485,3.391164991562634,297.99390624999995,0.14577379737113252,2.3513752571634776,6.29285308902091,4.878524367060187,0.8710284138384549,1.224744871391589,17.190113437671084,-1.231617777977778,-1.9181122756579192,-2.1594713956159,-1.5433559002825297,-1.4260811243819067,0.3796593692518333,-0.3462436212539985,2.4862987930109988,0.3718549863477137,0.04636576839058538,-0.9908186696544937
136,1,1,1,2.7402,866.5,10.8,6.4175,3.8575,18.905,18.09166667,2.8,33.83333333,0.03456,44.44,29.4,0.1409767443117514,1.069300338009697,3.286335345030997,357.39902500000005,0.185903200617956,1.33500106673234,6.6663333249995835,5.422176684690384,1.3751279010738424,1.6553549468316455,29.436372059070052,-0.4096201848903962,1.1741251877244228,2.007524324295758,-0.985819640553237,-0.6852128986554421,0.2738334115259564,0.27898168088684044,0.25605056848441216,0.7595027731839855,0.7704131014342657,0.2842391426138324
137,0,1,0,1.0496,364.65,2,5.21,2.9975,22.31,23.49,2,48,0.01742,43.76,34.36,-1.0638721044070858,0.5389818254666934,1.4142135623730951,497.73609999999996,0.13198484761517135,1.0986122886681098,6.615134163416491,5.861740355901138,0.8283283742531787,1.0244998779892558,19.095811058973116,1.0162940086994803,-1.3192816483585008,-1.2429213166330633,0.33128921375486176,1.1109489112651867,-1.6160811993132285,-0.5610786195306823,-0.2626615923902382,0.7063614292423166,1.3558330353184178,-1.0988231815336145
138,1,1,1,0.7455,192.0625,19.33333333,5.13,3.15,17.52,17.3,1,23,0.0031,32.32916667,22.85,-1.381407717454795,0.09591525022656425,4.3969686523785905,306.9504,0.055677643628300216,0.6931471805599453,5.685874310077563,4.780167361086848,0.6071180136886115,0.8634234187233979,13.8586615515352,-1.5000251558670505,-1.4844763041652371,-0.6665341535613831,-1.4592963086052753,-0.9486203898043879,1.3950222862480135,-1.7499623508627857,-1.1523809949285129,-0.2581488469137786,-0.08462811419155336,-1.6583476514738895
139,0,0,0,1.287,385.6,8.2,5.683,3.289,19.27125,18.54,5.6,28.83333333,0.03388,32.12,14.91,-0.9553310321762005,1.0482608637664506,2.8635642126552705,371.3810765624999,0.1840652058374966,1.8870696490323797,5.6674509261219015,3.8613469152615645,0.8914420720516838,1.1344602240713422,19.636700333813724,-0.9128840178037028,-0.3425682459011741,-0.14117142787637507,-0.8545935628089134,-0.53604107908932,-0.15295577896332294,0.25034530085203444,1.4674646196118688,-0.27727110112820186,-1.3083320730852441,-0.9391848254613552
140,0,1,0,2.7504,815.4,1.75,5.615,3.293333333,21.05,18.8875,2.8,42.5,0.04604,15.21,20.93,0.08195674734255612,1.4244961678809736,1.3228756555322954,443.1025,0.2145693361130616,1.33500106673234,3.9,4.57493169347915,1.3534979672472938,1.6584329953302304,28.555209682297903,0.46270379249484356,-0.48298370333689894,-0.12479321466644157,-0.1814647987021238,-0.42041905451392775,-1.7082871905371657,0.725606643533309,0.25605056848441216,-2.1117682815680183,-0.3579651955536786,0.22952887846410974
141,0,1,0,3.08,823.7,18,5.59,2.9875,20.93625,20.9325,4.2,47,0.03232,42.74666667,28.76,0.20719562302121683,0.9999938346201797,4.242640687119285,438.32656406250004,0.17977764043395386,1.6486586255873816,6.538093504225831,5.362835071116769,1.398998078276456,1.7549928774784245,28.70017421549911,0.9156412421168191,-0.5346070332765047,-1.280717196178748,-0.2262885027082781,0.26000408291535904,1.2392275729411917,0.1835440489522615,0.9443150092107783,0.6263983196726516,0.6913807205299117,0.3446158275601707
142,1,1,1,1.2306,391.85,4.8,5.444,2.802,22.3125,19.4275,5.2,55.44444444,0.07302,36.68,33.8,-0.9673678483928416,2.2592682488850717,2.1908902300206643,497.84765625,0.2702221308479378,1.824549292051046,6.056401571890688,5.813776741499453,0.8846649939989478,1.1093241185514717,19.79520143873257,1.7655979372563904,-0.8360872801237978,-1.9818307617511848,0.3323362052546379,-0.2407474192025273,-0.8320229207961757,1.5926899437528146,1.3302750722314494,0.1264339480177409,1.2919541076205534,-0.9563266130138155
143,0,1,0,1.612333333,420.8333333,12.66666667,5.54,3.4475,20.4325,18.6475,2.666666667,40,0.038,52.4,29.01666667,-0.7985970738760753,1.1757353253578844,3.55902608447873,417.48705625,0.19493588689617927,1.29928298422117,7.238784428341543,5.386712046322877,0.9753988548916411,1.269776883157037,20.51422270767284,0.21107187603819044,-0.6378536931557144,0.4578932629227145,-0.4218740260581597,-0.5002731146523276,0.5491158303818167,0.4197130038200461,0.17767373556794477,1.3536691624736286,0.7231805669731168,-0.7268264427141488
144,1,1,1,1.605333333,359.6666667,10.66666667,6.32,3.19,19.97,16.57,1.666666667,50,0.016233333,14.96666667,18.73333333,-0.8759505928467584,0.5022658699052074,3.2659863242212146,398.80089999999996,0.12741009771599737,0.9808292531367263,3.868677638418585,4.328202089782777,0.9349060953663965,1.2670174951436148,18.96487982297805,1.217599541864803,0.9727942009599629,-0.5153506353786471,-0.5972496482867099,-1.1915098227253558,0.25329099163590074,-0.6323542717086456,-0.5211150324188469,-2.144278821553364,-0.686564754032523,-0.8292479104607666
145,0,1,0,2.845,816.3333333,8,5.255,3.4525,21.33,16.56,3.333333333,44.83333333,0.039133333,26.66666667,23.4,0.11612770491755504,1.2108011054498273,2.8284271247461903,454.9688999999999,0.19782146749026,1.466337068716504,5.163977795265971,4.8373546489791295,1.3660628480847998,1.6867127793433,28.571547618216275,0.6975602475188775,-1.226359654467212,0.47679120269555775,-0.07009479538146543,-1.1948370752311228,-0.18842681318601812,0.464671010987239,0.5442435273368514,-0.7998429164651037,-0.008464908518303673,0.2613102031386214
146,0,0,0,3.0936,904.5,23,5.9775,3.2025,23.79,23.2275,1.2,41.66666667,0.03132,39.48,31.76,0.31089796613766824,0.969053431321288,4.795831523312719,565.9640999999999,0.1769745744450315,0.7884573603642702,6.2833112289620034,5.635601121442148,1.4355827966849102,1.758863269273652,30.074906483645133,0.3788264873448015,0.26555458078737354,-0.4681057859465415,0.97163106861918,1.0236085329888116,1.7976759888449994,0.13987163824968235,-0.9432401477000557,0.36195116660623833,1.0546561538874673,0.4371523847230516
147,0,1,0,2.36225,583.875,28,5.51,3.44875,20.22,18.7025,3.5,32.5,0.022275,23.15,23.725,-0.3371030186865133,0.6891974834828125,5.291502622129181,408.84839999999997,0.149248115565993,1.5040773967762742,4.811444689487764,4.870831551183022,1.1886534319613462,1.5369612877362917,24.16350554038052,-0.5438238733317688,-0.6998016890832409,0.46261774786592574,-0.5029506099630122,-0.4819732258706109,2.2980579941726544,-0.29211294730018145,0.6270578101480363,-1.165748967379249,0.03612031805619262,-0.18742515114382632
149,0,0,1,3.2128,918.95,5.2,5.9775,3.575,19.4775,16.7875,2.2,40.5,0.02304,23.35,12.4,0.37021117138187043,0.7128668920064647,2.280350850198276,379.37300624999995,0.1517893276880822,1.1631508098056809,4.832183771339828,3.521363372331802,1.4560944926006245,1.7924285201926464,30.31418809732499,0.26139825932952104,0.26555458078737354,0.9397907271301866,-0.779586716938611,-1.11914208072493,-0.7417120581511366,-0.25252027987214143,-0.12104355098800358,-1.1442231718846028,-1.7611291449529338,0.4890342032577956
151,0,0,1,2.71425,1028.4375,9.5,5.82,3.365,18.08,21.92,2.5,33.75,0.02355,44.95,38.2,0.3302383741463064,0.7286464976888994,3.082207001484488,326.8863999999999,0.15346009253222806,1.252762968495368,6.704476116744694,6.180614856144977,1.4423031491840772,1.6474981031855545,32.06926098306601,-0.4180079151034423,-0.0596723978321376,0.14607725667082336,-1.27219049840162,0.588570267859819,0.06776501227511376,-0.2264893805821035,0.07559402569907438,0.7990924686467276,1.7805166501765406,0.45415069194659913
152,0,0,0,0.9688,423.3,12,5.8725,3.02,21.71,21.965,1.8,37,0.02544,30.19,23.44,-1.020254519442517,0.7871238599238047,3.4641016151377544,471.32410000000004,0.1594992162990151,1.0296194171811583,5.494542747126461,4.841487374764082,0.8542514153090313,0.9842763839491426,20.574255758107025,-0.09088642370979329,0.04873659504103157,-1.1578805876552745,0.08340404827036366,0.6035429041357684,0.4532891896175773,-0.13239844784304705,-0.41405389513406665,-0.45673835657167267,-0.0029608593571796315,-1.0332540293067582
154,0,0,0,0.6805,138.5,10.5,4.475,3.3,21.44,19.375,2,42,0.02185,65.4,44.7,-1.4696982437158377,0.6760478120807836,3.24037034920393,459.6736000000001,0.14781745499094484,1.0986122886681098,8.087026647662292,6.685805860178712,0.5294353183195869,0.8249242389456137,11.76860229593982,0.4123774092035129,-2.837007548582889,-0.09959596037612393,-0.02593966369681585,-0.2582154948578018,0.2274315598913881,-0.31440296703443377,-0.2626615923902382,2.2340884921849655,2.453340415083392,-1.854836499640649
155,0,0,1,2.1415,499.875,14.5,6.2225,3.36,19.025,18.465,3,29.66666667,0.0732,41.2,16.3,-0.5170471098670145,2.264837521478872,3.8078865529319543,361.95062499999995,0.27055498516937365,1.3862943611198906,6.418722614352485,4.03732584763727,1.110384118282041,1.4633864834690802,22.357884515311373,-0.829006711647133,0.771463214195503,0.1271793168979801,-0.9431014019034104,-0.5609954728825698,0.8003414930212949,1.5978758903867232,0.36860436984513745,0.5024992299368266,-1.0739597131660958,-0.3853977783627028
156,0,1,0,4.727,1054.25,15,6.056666667,3.173333333,19.7575,17.0975,2.5,31.5,0.04885,43.13333333,28.6,1.0645666201703146,1.5114387011508592,3.872983346207417,390.35880625,0.22102036105300343,1.252762968495368,6.567597226535744,5.347896782848375,1.6776670170717174,2.1741665069630707,32.46921619010844,-0.6444766399144302,0.42902845961776714,-0.5783437692146496,-0.6764814295321436,-1.0159972530461634,0.8660569725748791,0.8261150909773285,0.07559402569907438,0.6570212323601194,0.6714856011122003,1.0494747223709624
157,1,1,1,2.9964,683.6,5.8,6.533333333,3.446666667,23.55625,22.3325,4,37.43333333,0.04854,27.6,19.58,0.0064304903404698854,1.5018471761282028,2.4083189157584592,554.8969140625,0.22031795206019866,1.6094379124341003,5.253570214625479,4.424929377967517,1.3253039237625723,1.7310112651279888,26.145745351777602,-0.04727022519281562,1.4133132824229473,0.45474360755377147,0.8677619478572196,0.7258194337226939,-0.6125277716034647,0.8151713978441004,0.8582522906782785,-0.7068519098834236,-0.5577413631050366,0.15821550418995445
161,1,1,1,0.8165,94.25,16.5,5.425,3.33,21.14,21.565,1.25,38,0.006525,35.475,18.25,-1.4764083296304942,0.20188613152526833,4.06201920231798,446.8996,0.08077747210701756,0.8109302162163288,5.956089321022645,4.272001872658765,0.5230599108797249,0.9036038955205982,9.7082439194738,0.009766342872867958,-0.8753210108778979,0.01379167826092892,-0.14582778666739749,0.4704528039051017,1.0568894439158374,-1.3589012690977211,-0.8939275546256142,0.022316465228686407,-0.761413358564355,-1.8709623106530173
162,0,0,0,1.9035,549.875,1.25,6.148333333,3.823333333,19.78,21.0825,4.5,43.55555556,0.0485,10.53333333,18.575,-0.5389066166003903,1.5006095599962472,1.118033988749895,391.24840000000006,0.2202271554554524,1.7047480922384253,3.245509718056626,4.30987238790199,1.1004968802316568,1.3796738745080301,23.44941363872453,0.568948379890554,0.6183140013530303,1.8783884012548082,-0.668132304364313,0.3099128705018588,-1.9150756925175694,0.8137567659272817,1.0673931379067358,-2.7910859130254533,-0.7109766278200217,-0.4104063340885538
165,1,1,1,1.9265,542.375,19.25,4.995,3.1225,19.7975,19.17,1.75,46.5,0.012425,36.35,36.275,-0.5400616717915887,0.38443451098872933,4.387482193696061,391.94100625,0.11146748404803977,1.0116009116784799,6.029096117993144,6.022873068561216,1.099971967010256,1.387984149765407,23.288945875672432,0.8653148588254885,-1.763242285839104,-0.7704728223120135,-0.6616319706184085,-0.32642417122601824,1.3854456673360853,-0.8807438474557624,-0.4535922268669147,0.09809269257163725,1.5704328946111779,-0.41173403768805705
166,1,1,1,2.8232,1014.75,13.75,5.818333333,3.248333333,21.11666667,18.87666667,2,33,0.01876,21.28,14.16,0.3515135394421087,0.5804419658872082,3.7080992435478315,445.91361125188894,0.13696714934611146,1.0986122886681098,4.613025037868319,3.7629775444453557,1.4496598012782547,1.680238078368658,31.85514087239295,-0.49349749004043825,-0.06311395384975625,-0.29487467262201916,-0.15508161008067062,-0.42402357695275766,0.6996057953074216,-0.4834532163836661,-0.2626615923902382,-1.3716954443422067,-1.4393424234193135,0.47275844093730796
167,0,0,0,2.9068,917.55,19.4,5.64875,3.1325,26.68,20.71,2.6,37.83333333,0.0267,24.48,18.4,0.2616621117205238,0.8261087680804083,4.404543109109048,711.8224,0.16340134638368192,1.2809338454620642,4.947726750741193,4.2895221179054435,1.4183307483519223,1.7049340163185203,30.291087798228705,-0.00700911855975126,-0.4132922079184332,-0.7326769427663304,2.340558405919941,0.18597271466205034,1.4026687313546657,-0.07160236657134765,0.13740988931489476,-1.024297200080393,-0.7380795357630006,0.39351544486967827
168,0,1,0,4.8218,1497.45,4.2,6.72,3.285,21.36,18.835,3.4,34.22222222,0.08738,43.16,20.89,1.640442538889943,2.7035724402571564,2.04939015319192,456.2496,0.29560108254199613,1.4816045409242156,6.569627082262737,4.570557952810575,1.8413154370965186,2.1958597405116747,38.69689910057394,-0.3704774422186363,1.7987674799936422,-0.1562897796946487,-0.058075011516706306,-0.43788713016920233,-0.9748678281685175,1.9880998292011214,0.5777452170735948,0.6591280883711309,-0.3637902332916034,1.463403325159954
169,1,1,1,6.333,1495.75,20.33333333,6.481666667,3.711666667,24.10166667,24.38,3.333333333,46.33333333,0.0756,13.4,13.13333333,2.1659694326212797,2.3390944893962122,4.509249752453283,580.8903362717889,0.2749545416973504,1.466337068716504,3.6606010435446255,3.623994112853938,1.9788808535688245,2.5165452509343043,38.67492727853538,0.8485393973928693,1.3066250685910523,1.4563344155143956,1.1117186253469227,1.4070743842784215,1.5083705168588395,1.6664219896788353,0.5442435273368514,-2.360248567004429,-1.6244434148391198,1.8113581702103227
170,1,1,1,4.888,996.3,18.75,5.971666667,3.396666667,22.845,19.08,2.2,31.83333333,0.0132,38.73,17.2,1.0498067279145522,0.4084133235453704,4.330127018922194,521.8940249999999,0.11489125293076058,1.1631508098056809,6.223343153000644,4.147288270665544,1.6732623009900605,2.2108821768696765,31.564220250150328,-0.610925718055719,0.25350913782311013,0.2657642098253506,0.5580191560684732,-0.35636944377791946,1.327545383382082,-0.827400743373372,-0.12104355098800358,0.2997082694249861,-0.9275094975656161,1.0383335333934818
171,0,1,0,3.3002,1095.2,2.4,6.245,3.015,24.39,16.86,2,27,0.015,44,26.92,0.6165751885511337,0.4641060494833754,1.5491933384829668,594.8721,0.1224744871391589,1.0986122886681098,6.6332495807108,5.1884487084291395,1.5383677026482108,1.8166452598127132,33.09380606699689,-1.0974140895364057,0.8179242111411474,-1.176778527428116,1.2429420016733193,-1.0950195000581222,-1.4798185622343119,-0.7092522159709396,-0.2626615923902382,0.7251640344279767,0.45912937766144746,0.6971341951599569
172,1,1,1,2.5778,814.7,17.2,5.46625,3.3025,19.97833333,20.285,2.8,36.72222222,0.05474,31.04,19.64,0.02083922290214954,1.6936776765813313,4.147288270665544,399.13380264458897,0.23396580946796477,1.33500106673234,5.571355310873647,4.431703961232068,1.3307288314687367,1.6055528642807124,28.542950092798748,-0.1188455257619832,-0.7901425164775501,-0.09014699048970147,-0.59412524925808,0.044564483166966165,1.1429689178130507,1.0278081449908723,0.25605056848441216,-0.3770119949884669,-0.5487188338411833,0.17193714272903426
173,0,1,0,2.697,752.8125,13.25,5.79,3.07,21.50875,19.45375,5,45.66666667,0.0738,31.2,20.7,-0.01333658019630744,2.2834017634582073,3.640054944640259,462.62632656249997,0.2716615541441225,1.791759469228055,5.585696017507576,4.54972526643093,1.3178252614833623,1.6422545478700918,27.437428815397407,0.7814375536754464,-0.12162039375966414,-0.9689011899268553,0.001772630433721812,-0.23201338137488942,0.6309147967404609,1.6151164886912048,1.258323772383412,-0.3621272898480636,-0.39153563329112623,0.1392991454038752
175,0,1,0,2.1274,870.1,12,6.085,3.3225,23.9,24.94,1.75,49.5,0.051275,39.07,29.54,-0.06856272901040918,1.5864691791506718,3.4641016151377544,571.2099999999999,0.22643983748448504,1.0116009116784799,6.250599971202765,5.435071296680476,1.2967024604702464,1.4585609346201482,29.497457517555645,1.1672731585734721,0.48753489952767504,-0.014555231398335132,1.020865537406668,1.5934005246013565,0.4532891896175773,0.910551776179879,-0.4535922268669147,0.32799904423550114,0.7875864107705652,0.08587161149292202
176,0,1,0,1.7878,480.1,12.25,5.05,3.173,16.88375,18.55375,5,40,0.03176,44.24,29.6,-0.6647532786826521,0.9826672087728001,3.5,285.06101406249996,0.1782133552795637,1.791759469228055,6.6513156593263565,5.440588203494177,1.0417517560903595,1.3370863846438643,21.91118435867856,0.21107187603819044,-1.6496709599719734,-0.5796036306063095,-1.6647352778416549,-0.5314661068938902,0.48952875623399955,0.15917212763879324,1.258323772383412,0.7439154293278413,0.7949339406818193,-0.5589949190121839
177,0,0,1,2.7716,998.2,12.6,6.016,3.428,23.67,23.624,2.4,44.75,0.03484,39.06,26.6,0.3132298549857635,1.0779636509333868,3.5496478698597698,560.2689,0.18665476152512156,1.2237754316221157,6.249799996799898,5.157518783291051,1.4363947420489132,1.6648123017325407,31.59430328397827,0.6891725173058313,0.34505450889436523,0.3841912978086313,0.9181797739626871,1.1555340948424604,0.5396484842956045,0.2906911721137507,0.011986150515283676,0.32716872370733635,0.41793626750403445,0.4392061009154341
178,0,1,0,2.204333333,882,9.333333333,5.448333333,3.073333333,23.6725,20.9725,6.666666667,41.33333333,0.059333333,32.4,21.06666667,-0.027129119689403847,1.8357972520874395,3.055050463249339,560.38725625,0.24358434473504245,2.0368819273045182,5.692099788303083,4.589843861178722,1.3125817613812085,1.4846997450663215,29.698484809834994,0.3452755644795631,-0.8271392369559109,-0.9563025646714897,0.9192905856625718,0.2733130929384255,0.04035037564952214,1.1776671294746992,1.7962004048909002,-0.25168721220425644,-0.3381048640465115,0.12603635514485817
179,0,0,0,2.663,778.15,4.5,5.858333333,3.226666667,20.985,20.585,2.4,29.75,0.03342,39.25,24.04,0.005823248065935498,1.0340282782489605,2.1213203435596424,440.37022499999995,0.18281137820168633,1.2237754316221157,6.264982043070834,4.903060268852505,1.3250748084791044,1.6318700928689145,27.89534011264247,-0.8206189814340873,0.019483374053611856,-0.37676574245127664,-0.20710808359248334,0.1443820583399668,-0.9022540062496237,0.23081037884957314,0.011986150515283676,0.34292668375347435,0.07904318680754012,0.1576359851872711
180,1,1,1,3.4318,1086.3,9.4,6.0275,3.57375,18.47,21.69,3,28.875,0.04772,17.96,16.32,0.6516213576371319,1.4764760454231116,3.0659419433511785,341.14089999999993,0.21844907873461036,1.3862943611198906,4.237924020083418,4.039801975344831,1.5497165410606972,1.8525118083294367,32.95906552073344,-0.9086901521939159,0.36880124066658326,0.9350662421869754,-1.1384074039218837,0.5120434602271852,0.05134536944148972,0.7860539229973647,0.36860436984513745,-1.7610254955116418,-1.0706619553808434,0.7258396896990831
181,1,1,1,1.889,594.85,4.4,6.62625,3.48875,23.021,20.478,3.4,44.58333333,0.04848,38.76,27.85,-0.48888905376393965,1.4999907519302695,2.0976176963403033,529.966441,0.22018174311236616,1.4816045409242156,6.2257529665093525,5.277309920783504,1.1229919617860407,1.3744089638822936,24.38954694126154,0.6723970558732121,1.6051799927201233,0.6138012660486618,0.6337813920225751,0.10878045652826357,-0.9261819257420179,0.8130492312113433,0.5777452170735948,0.3022094964869512,0.5774765670869714,-0.35350778489376555
183,0,1,0,3.815,1382.85,9,6.537,3.543,22.285,22.729,9.6,32.2,0.1113,32.44,24.76,1.1485877344090318,3.443666887166646,3,496.621225,0.3336165463522455,2.3608540011180215,5.6956123463592565,4.975942121849892,1.7025239306421016,1.953202498462461,37.18669116767449,-0.5740197033065669,1.4208847048357338,0.8188439125839978,0.3208257511670408,0.8577449955763427,-0.015223292576634549,2.580389470305334,2.5070981718956555,-0.24804140922611087,0.17610873693720017,1.112347235911127
184,1,1,1,2.591,633.6,1.8,5.617,3.097,18.695,17.14875,3.2,37,0.03622,18,15.84,-0.196341774961993,1.1206614074858572,1.3416407864998738,349.50302500000004,0.19031552748002462,1.4350845252893227,4.242640687119285,3.97994974842648,1.246458272481677,1.6096583488430085,25.17141235608364,-0.09088642370979329,-0.478853836941731,-0.866852315153508,-1.0599261552687302,-0.9989450839541092,-1.6893437139329954,0.3477267449116675,0.47566550740420777,-1.7561299070398553,-1.150374381634925,-0.041214898289598616
185,0,1,0,1.24325,465.375,12.66666667,5.5225,3.0475,18.51,14.82,2,16.66666667,0.003975,50.9,53.0125,-0.8729067279252403,0.1229881031130945,3.55902608447873,342.62010000000004,0.06304760106459247,1.0986122886681098,7.134423592694787,7.280968342191855,0.9365325792916975,1.115011210705973,21.572552004804624,-2.1374926772217293,-0.6739900241134381,-1.053941918904644,-1.124524633333337,-1.7737790112345249,0.5491158303818167,-1.6351367244628794,-0.2626615923902382,1.2453495164156814,3.245990044000082,-0.8251339189015656
